Lead_ID,Lead_Date,Industry,State,Employee_Count,Lead_Source,Campaign_Type,Sales_Rep_Interactions,Previous_Interactions,Days_Since_Last_Interaction,Website_Visits,Pages_Viewed,Email_Opens,Email_Clicks,Content_Downloads,Demo_Attended,Estimated_Budget,Estimated_Deal_Value,Decision_Maker,Contact_Requests,Product_Page_Visits,Trial_Started,Converted,Conversion_Date
L019786,4/14/2024,Education,delhi,43,Partner,Free Trial,4,6,40,,40,11,3,2,Yes,62000,50000,Yes,1,4,Yes,1,5/20/2024
L011132,11/13/2024,IT Services,Kerala,149,Email Campaign,Product Demo,5,6,,56,140,14,2,6,Yes,152000,100000,Yes,1,34,Yes,1,12/11/2024
L002259,1/31/2024,Professional Services,Tamil Nadu,9,Website,Enterprise Outreach,1,0,,11,16,6,2,1,No,48000,55000,No,0,2,No,0,
L014201,11/15/2025,IT Services,Telangana,165,Email Campaign,Free Trial,2,6,40,11,17,13,2,2,No,129000,190000,Yes,0,5,No,0,
L010503,2/19/2025,Professional Services,Delhi,34,Email Campaign,Free Trial,4,8,183,22,42,13,5,4,Yes,56000,55000,Yes,1,,Yes,0,
L019760,2/14/2026,Financial Services,Andhra Pradesh,43,Referral,Webinar,6,9,26,28,2112,9,2,3,Yes,72000,60000,Yes,0,4,Yes,1,3/8/2026
L003471,7/29/2024,Retail,Andhra Pradesh,94,Partner,Free Trial,2,6,18,17,26,8,2,2,No,69000,45000,No,0,7,No,0,
L002664,3/15/2024,Healthcare,Karnataka,61,LinkedIn,Webinar,4,7,32,7,,8,3,2,Yes,71000,60000,Yes,1,1,Yes,1,4/19/2024
L000202,6/3/2026,Logistics,Maharashtra,124,Google Ads,Product Demo,2,,51,4,13,8,1,1,Yes,92000,110000,No,1,1,Yes,0,
L002186,7/24/2025,,Punjab,21,Webinar,Free Trial,,13,25,28,33,10,,3,Yes,58000,40000,Yes,1,8,No,1,9/10/2025
L012387,10/7/2024,Manufacturing,Maharashtra,112,Email Campaign,Content Marketing,3,5,49,10,19,12,2,2,Yes,87000,80000,Yes,0,5,No,0,
L019923,2/8/2026,IT Services,West Bengal,206,Partner,Webinar,4,4,44,16,36,8,1,3,No,127000,100000,No,0,7,No,0,
L003348,4/13/2024,Financial Services,Andhra Pradesh,41,Google Ads,Product Demo,3,6,33,6,18,,0,2,No,62000,60000,Yes,0,2,No,0,
L000105,2/14/2026,IT Services,Kerala,34,Email Campaign,Content Marketing,2,6,29,5,6,9,10,1,No,64000,50000,Yes,0,3,No,0,
L016956,6/25/2026,Education,Uttar Pradesh,10,Webinar,Product Demo,5,11,39,19,40,8,1,3,Yes,47000,65000,No,1,31,No,1,7/27/2026
L001577,8/7/2025,Manufacturing,Rajasthan,51,Google Ads,Content Marketing,,3,42,4,11,11,3,2,No,82000,60000,Yes,0,1,No,0,
L013891,10/7/2024,Healthcare,Rajasthan,30,Webinar,Product Demo,2,5,15,9,25,10,3,3,No,59000,85000,No,0,3,No,1,11/11/2024
L017767,10/21/2024,Financial Services,Uttar Pradesh,37,Google Ads,Content Marketing,4,7,144,14,34,10,1,2,No,70000,65000,No,0,7,No,0,
L015844,8/29/2025,Logistics,Haryana,17,Google ads,Free Trial,7,7,11,46,121,12,3,7,Yes,,65000,No,1,22,Yes,0,
L002532,11/13/2024,Manufacturing,Telangana,455,partner,Free Trial,3,3,25,54,82,10,1,11,Yes,375000,270000,No,1,8,Yes,1,12/3/2024
L003304,1/23/2024,IT Services,Andhra Pradesh,68,Email Campaign,Webinar,8,14,9,60,140,9,2,9,Yes,75000,85000,No,1,14,Yes,1,13-Feb-24
L019910,8/15/2026,Logistics,Uttar Pradesh,169,Google Ads,Enterprise Outreach,4,2,33,11,15,11,,2,Yes,129000,175000,Yes,0,2,No,0,
L016113,1/28/2024,Financial Services,Andhra Pradesh,28,Webinar,Webinar,6,8,18,839,111,11,3,5,Yes,62000,70000,No,1,17,No,1,2/17/2024
L009063,11/14/2025,Retail,Telangana,18,Referral,Content Marketing,6,9,35,34,81,9,1,9,Yes,49000,65000,Yes,1,,No,1,12/25/2025
L018913,6/1/2024,IT Services,Gujarat,29,LinkedIn,Free Trial,2,3,25,20,43,11,2,3,No,53000,,No,0,13,Yes,0,
L019597,7/13/2024,Real Estate,Maharashtra,40,Website,Free Trial,5,5,35,15,31,7,1,4,No,,70000,Yes,2,7,No,0,
L006518,3/10/2024,Financial Services,Haryana,36,Email Campaign,Content Marketing,3,5,28,25,66,,2,5,No,64000,70000,No,0,10,No,1,4/26/2024
L019709,12/16/2024,IT Services,Haryana,202,Partner,Content Marketing,4,5,30,9,19,9,1,0,No,110000,105000,No,0,2,Yes,1,2/19/2025
L016882,7/11/2024,Real Estate,Gujarat,18,Email Campaign,Free Trial,1,4,45,9,21,8,3,2,No,52000,40000,Yes,0,3,Yes,0,
L006993,2/6/2025,IT Services,Haryana,13,Website,Content Marketing,,2,40,3,7,5,1,0,Yes,55000,45000,No,1,2,No,0,
L002085,10/23/2024,Manufacturing,Telangana,27,Email Campaign,Enterprise Outreach,3,7,24,15,,,2,2,No,56000,85000,No,0,9,No,0,
L002234,9/20/2024,IT Services,Haryana,44,Referral,Free trial,0,0,,,54,11,3,5,Yes,85000,65000,No,0,8,Yes,1,11/5/2024
L016190,8/7/2025,Education,Uttar Pradesh,12,Email Campaign,Webinar,1,2,48,5,11,10,2,1,No,49000,75000,No,0,2,No,0,
L013324,4/12/2025,IT Services,Gujarat,176,Google Ads,Free Trial,2,3,35,,8,11,1,1,No,155000,110000,No,1,2,No,0,
L010603,7/20/2026,Healthcare,Madhya Pradesh,-56,Partner,Free Trial,3,6,11,17,23,13,4,3,Yes,67000,85000,No,0,8,No,0,
L009138,7/4/2024,Telecommunications,Kerala,22,Email Campaign,Webinar,3,3,36,14,28,11,4,2,No,,75000,No,1,2,No,0,
L012045,5/1/2024,Manufacturing,Punjab,23,Google Ads,Webinar,2,6,28,2,4,7,2,1,No,65000,70000,No,0,1,No,0,
L004654,4/29/2025,Financial Services,MAHARASHTRA,23696,LinkedIn,Free Trial,4,10,24,26,70,10,4,5,Yes,74000,95000,No,2,7,Yes,1,5/22/2025
L012220,2/24/2024,IT Services,Kerala,48,Google Ads,Webinar,6,14,1,60,110,12,5,8,Yes,67000,70000,Yes,2,24,Yes,1,3/4/2024
L006037,7/30/2025,Manufacturing,Punjab,55,Google Ads,Free Trial,3,7,5,17,,12,5,4,Yes,77000,90000,No,1,9,No,1,9/15/2025
L016298,8/14/2024,Logistics,Haryana,46,Google Ads,Enterprise Outreach,1,2,48,18,26,7,2,3,No,75000,85000,Yes,1,3,Yes,1,10/2/2024
L010855,3/30/2024,Retail,Delhi,86,Webinar,Content Marketing,1,7,24,8,19,8,3,1,No,,80000,Yes,0,1,No,0,
L000321,4/14/2024,Healthcare,West Bengal,9,email campaign,Product Demo,3,5,29,7,17,7,0,1,No,48000,55000,No,0,4,No,0,
L004414,4/11/2024,Education,Delhi,213,Partner,Content Marketing,5,9,30,30,,10,3,6,Yes,125000,130000,No,0,13,No,1,5/17/2024
L010561,4/13/2026,IT Services,Delhi,32,Email Campaign,Free Trial,2,2,37,18,28,8,1,4,No,64000,80000,No,1,8,No,0,
L007554,3/24/2026,Financial Services,Telangana,17,Google Ads,Webinar,4,4,28,15,36,9,4,3,No,55000,40000,Yes,0,3,No,0,
L002843,1/10/2025,Retail,Gujarat,12,LinkedIn,Free Trial,2,7,38,9,22,11,4,3,No,48000,35000,No,0,2,Yes,0,
L003710,12/6/2025,Education,Tamil Nadu,40,Webinar,Product Demo,2,7,27,22,40,12,2,4,No,55000,75000,No,1,7,Yes,0,
L003444,8/12/2025,Retail,Kerala,52,Google Ads,Content Marketing,3,5,48,5,17,11,3,1,No,,90000,Yes,0,3,No,0,
L019151,6/7/2026,Education,Andhra Pradesh,38,Webinar,Content Marketing,5,10,34,32,77,5,2,5,Yes,58000,80000,Yes,1,16,No,1,6/27/2026
L004493,8/25/2024,Professional Services,Karnataka,115,Google Ads,Product Demo,0,2,38,4,14,8,3,2,No,92000,140000,No,0,2,No,0,
L011243,8/19/2024,Retail,Uttar Pradesh,191,Referral,Webinar,1,1,43,9,15,6,2,2,No,136000,110000,No,0,38,No,0,
L012406,8/5/2025,Retail,Uttar Pradesh,144,Website,Content Marketing,2,2,39,5,14,14,4,1,No,103000,,No,0,2,No,0,
L008957,8/22/2025,Retail,Andhra Pradesh,59,Webinar,Product Demo,7,6,10,,,,3,4,Yes,69000,65000,No,0,39,No,1,9/18/2025
L011225,9/26/2024,Financial Services,Madhya Pradesh,5,Referral,Content Marketing,4,7,34,19,40,10,2,4,No,47000,,Yes,0,9,No,0,
L016581,1/9/2026,Professional Services,Haryana,29974,Partner,Free Trial,3,8,33,30,76,10,3,4,No,51000,50000,No,0,16,No,0,
L018224,9/7/2024,IT Services,Karnataka,115,Referral,Free Trial,0,0,53,6,19,12,4,2,No,114000,85000,No,0,3,No,0,
L014458,7/7/2025,Retail,Maharashtra,104,linkedin,Free Trial,4,10,35,18,36,9,1,,Yes,81000,100000,No,0,4,Yes,0,
L015865,5/11/2024,IT Services,Gujarat,19,Google Ads,Free Trial,5,8,29,27,43,10,4,3,Yes,52000,50000,Yes,0,15,No,0,
L014465,1/30/2024,Financial Services,Gujarat,67,Email Campaign,Enterprise Outreach,1,1,38,14,19,8,1,1,No,80000,90000,Yes,0,5,No,0,
L001668,1/12/2026,Telecommunications,Gujarat,42,LinkedIn,Webinar,1,4,39,4,,10,4,2,No,75000,115000,No,0,2,No,1,3/4/2026
L014092,5/16/2024,IT Services,Telangana,17,Webinar,Enterprise Outreach,0,2,42,11,24,6,2,4,No,52000,45000,No,0,,Yes,0,
L019764,6/15/2026,Healthcare,Kerala,15,Webinar,Webinar,4,8,30,4,12,12,5,,No,,45000,No,0,2,No,1,8/7/2026
L010081,2/27/2026,IT Services,Uttar Pradesh,213,Google Ads,Content Marketing,2,3,38,10,12,11,3,1,No,159000,190000,No,1,6,No,0,
L005659,3/26/2025,Real Estate,Haryana ,323,Website,Enterprise Outreach,4,4,25,21,32,12,1,4,No,196000,220000,No,0,5,No,1,6/5/2025
L016936,6/18/2024,IT Services,Maharashtra,43,Referral,Product Demo,8,13,1,40,60,9,1,5,Yes,69000,95000,Yes,2,9,Yes,1,29-06-2024
L011508,12/25/2025,Education,Rajasthan,26,LinkedIn,Product Demo,,3,36,9,18,5,0,0,No,52000,45000,No,0,6,No,0,
L019717,5/26/2024,IT Services,Odisha,176,,Content Marketing,3,1,15,7,14,8,2,2,Yes,177000,130000,No,1,3,No,0,
L013192,4/16/2024,Real Estate,Uttar Pradesh,57,Google Ads,Free Trial,3,5,26,39,66,12,4,5,Yes,68000,80000,No,1,8,Yes,1,5/21/2024
L004969,2/18/2026,Telecommunications,Delhi,89,Google Ads,Product Demo,3,,22,16,31,10,1,3,No,96000,,Yes,0,9,No,1,4/3/2026
L009183,6/10/2026,Logistics,Maharashtra,17,Google Ads,Free Trial,4,7,48,19,37,12,2,2,No,53000,45000,No,0,9,Yes,0,
L019005,6/13/2026,Education,Tamil Nadu,254,Webinar,Product Demo,1,2,44,9,23,10,4,1,No,115000,150000,No,0,2,No,0,
L018986,3/12/2024,IT Services,Odisha,30,Google Ads,Webinar,5,9,28,,33,12,5,1,Yes,61000,75000,Yes,1,9,Yes,1,4/27/2024
L010026,3/1/2025,IT Services,Karnataka,16,Google Ads,Free Trial,2,3,30,9,19,13,5,2,No,53000,35000,Yes,2,3,Yes,1,4/21/2025
L012896,5/11/2025,Telecommunications,Tamil Nadu,85,Email Campaign,Free Trial,2,8,,8,19,,4,1,No,78000,85000,Yes,0,5,Yes,0,
L012400,2/1/2024,Financial Services,Haryana,492,Webinar,Free Trial,3,4,39,21,22,18,1,2,No,,,Yes,0,10,No,0,
L001206,10/4/2024,Manufacturing,Maharashtra,199,LinkedIn,Product Demo,3,8,36,21,34,10,2,4,No,120000,85000,No,1,9,No,0,
L001021,4/25/2026,Retail,Delhi,30,LinkedIn,Enterprise Outreach,7,11,26,,119,6,1,10,Yes,62000,70000,No,1,18,Yes,1,14-05-2026
L019630,11/21/2025,Logistics,Kerala,22,Referral,Product Demo,0,1,37,4,9,,2,1,No,52000,45000,No,0,2,No,1,1/16/2026
L012192,8/11/2026,Real Estate,Kerala,6,Referral,Content Marketing,65,6,20,34,65,8,2,,No,,70000,No,1,22,Yes,0,
L010684,7/17/2024,Professional Services,Delhi,111,LinkedIn,Webinar,5,9,21,40,82,13,2,6,Yes,92000,80000,Yes,0,,No,1,8/18/2024
L013923,8/30/2024,Retail,West Bengal,36,Google Ads,ENTERPRISE OUTREACH,5,7,35,26,61,10,33,,Yes,55000,80000,No,0,12,No,1,10/14/2024
L017613,1/8/2025,Healthcare,Gujarat,21,Google Ads,Enterprise Outreach,5,10,30,41,72,8,3,8,Yes,52000,80000,No,1,21,No,1,2/21/2025
L003424,1/28/2026,IT Services,Tamil Nadu,88,Website,Content Marketing,,2,33,15,27,11,4,1,No,91000,125000,Yes,0,5,Yes,0,
L017912,4/7/2025,Retail,Gujarat,45,Referral,Webinar,4,11,,20,49,10,3,,No,61000,60000,No,0,5,Yes,1,5/20/2025
L003829,10/4/2025,Logistics,Kerala,133,Google Ads,Free Trial,3,3,46,14,28,11,4,3,No,,60000,No,0,4,No,0,
L009149,10/6/2025,Telecommunications,Telangana,36,Partner,Enterprise Outreach,4,10,35,4,5,7,3,2,No,68000,55000,Yes,0,2,No,0,
L011170,1/10/2024,Telecommunications,Kerala,325,Email Campaign,Webinar,5,9,34,7,20,12,2,2,No,203000,275000,Yes,0,4,No,0,
L000916,2/1/2026,Retail,West Bengal,333,Webinar,Content Marketing,6,7,9,28,54,,4,3,Yes,152000,165000,No,1,9,No,1,3/13/2026
L019591,9/25/2025,Logistics,West Bengal,20,Google Ads,FREE TRIAL,4,4,48,8,15,10,3,0,No,47369589,60000,No,0,3,No,0,
L011444,25-Sep-24,Real Estate,Kerala,626,Partner,Free Trial,,6,17,25,39,12,3,,No,354000,425000,No,1,10,No,1,11/19/2024
L019454,2/20/2026,Financial Services,Delhi,9,LinkedIn,Webinar,0,1,40,6,21,12,1,2,No,50000,65000,No,0,1,No,1,4/23/2026
L010527,10/1/2025,IT Services,Kerala,106,LinkedIn,Content Marketing,3,7,41,9,19,11,5,1,No,94000,,No,1,3,No,0,
L003264,5/10/2024,IT Services,Madhya Pradesh,24,Webinar,Webinar,5,7,15,31,74,10,4,6,Yes,61000,80000,Yes,1,14,Yes,0,
L014784,5/16/2025,Healthcare,Punjab,35,LinkedIn,Content Marketing,5,7,30,27,46,9,1,,Yes,63000,80000,No,1,7,No,0,
L016776,6/13/2024,Healthcare,Punjab,7,LinkedIn,Enterprise Outreach,3,4,16,16,38,12,4,2,Yes,48000,70000,No,0,6,No,0,
L007531,29-09-2025,Retail,West Bengal,183,LinkedIn,Free Trial,72,11,18,31,38,11,3,5,No,,140000,No,2,10,No,0,
L019869,11/21/2024,IT Services,Maharashtra,89,Email Campaign,Enterprise Outreach,5,7,29,26,52,11,4,6,Yes,92000,105000,Yes,1,6,No,1,1/9/2025
L018199,3/3/2024,Telecommunications,Kerala,59,Email Campaign,Free Trial,1,3,42,14,21,10,1,2,No,73000,75000,No,0,4,No,1,5/2/2024
L015962,5/24/2025,Telecommunications,Madhya Pradesh,50,Google Ads,Product Demo,2,3,29,,11,8,1,2,No,72000,,Yes,0,2,No,0,
L003507,7/16/2025,Financial Services,West Bengal,185,Email Campaign,Product Demo,,10,30,31,79,9,3,8,Yes,142000,110000,Yes,1,16,Yes,0,
L007199,8/2/2024,Healthcare,Rajasthan,80,Google Ads,Content Marketing,10,14,1,60,120,14,5,12,Yes,79000,120000,No,2,9,Yes,1,8/20/2024
L004994,30-04-2025,Healthcare,Telangana,89,Partner,Free Trial,5,4,28,12,25,11,1,2,No,80000,100000,No,0,4,No,0,
L005258,3/21/2026,Telecommunications,Karnataka,25,Google Ads,Webinar,8,10,21,49,129,7,2,9,Yes,65000,70000,No,2,32,Yes,1,4/11/2026
L007264,3/10/2026,Professional Services,Kerala,35,LinkedIn,Free Trial,,4,26,23,36,11,1,5,Yes,63000,95000,Yes,1,13,No,1,4/28/2026
L019508,12/25/2025,Education,Delhi,57,LinkedIn,Content Marketing,1,2,30,,45,8,1,5,Yes,58000,70000,No,0,5,No,0,
L017547,10/3/2025,Manufacturing,Telangana,32,Referral,Webinar,1,3,32,8,23,7,0,1,No,57000,70000,No,0,4,No,0,
L010764,6/24/2026,Retail,Uttar Pradesh,41,Google Ads,Enterprise Outreach,2,3,38,11,23,11,1,3,No,60000,90000,No,0,4,No,0,
L006113,8/12/2024,IT Services,Karnataka,30,Webinar,Free Trial,5,8,10,32,49,9,,7,Yes,63000,80000,Yes,1,18,Yes,1,9/13/2024
L001033,3/5/2024,IT Services,West Bengal,23,Email Campaign,Product Demo,3,7,19,23,43,7,31,3,Yes,55000,80000,Yes,0,12,Yes,1,3/31/2024
L010208,16-06-2024,Real Estate,Andhra Pradesh,42,LinkedIn,Content Marketing,2,1,52,4,1795,9,1,1,No,66000,55000,No,0,2,No,0,
L017875,5/2/2025,Retail,West Bengal,264,GOOGLE ADS,Webinar,3,5,27,20,45,7,3,3,No,161000,,No,2,13,Yes,0,
L007558,8/8/2024,Retail,West Bengal,170,Referral,Webinar,2,2,41,3,8,14,3,0,Yes,101000,145000,Yes,0,2,No,1,6/18/2024
L005824,11/17/2024,Retail,Tamil Nadu,41,Partner,Content Marketing,7,19,36,21,30,11,4,3,Yes,58000,45000,No,1,5,Yes,0,
L010342,1/5/2024,Real Estate,Telangana,146,Email Campaign,FREE TRIAL,8,9,4,60,134,9,2,10,Yes,98000,145000,Yes,1,15,Yes,1,11/25/2023
L019442,8/28/2025,Financial Services,Haryana,49,Referral,Free Trial,,6,36,17,-20,10,2,4,No,67000,85000,Yes,0,10,No,0,
L016418,11/15/2024,Healthcare,West Bengal,67,Webinar,Webinar,3,0,15,7,,12,1,1,No,74000,85000,No,0,4,No,1,10/20/2024
L000226,10/24/2024,Healthcare,West Bengal,52,LinkedIn,Content Marketing,0,3,32,4,6,9,1,1,No,82000,60000,No,1,1,No,0,
L013898,10/10/2024,Professional Services,Kerala,30,Website,Content Marketing,2,,40,4,8,10,4,1,Yes,58000,65000,Yes,0,2,No,0,
L010819,7/23/2026,Real Estate,Andhra Pradesh,115,LinkedIn,Content Marketing,1,3,26,8,20,14,,3,No,72000,,No,0,4,No,0,
L010967,5/11/2026,,Tamil Nadu,25,LinkedIn,Product Demo,2,4,48,26,57,10,1,4,Yes,61000,55000,Yes,0,6,Yes,1,6/29/2026
L019365,8/2/2024,Logistics,Telangana,11,Webinar,Free Trial,1,1,21,27,,6,1,5,No,50000,55000,No,0,8,No,0,
L008152,10/12/2024,Real Estate,Uttar Pradesh,42,Google Ads,Free Trial,5,,21,31,54,8,3,4,Yes,53000,40000,Yes,0,8,Yes,1,11/2/2024
L018549,3/18/2024,Telecommunications,Odisha,42,Website,Webinar,3,4,28,5,11,,2,,No,59000,40000,No,0,1,No,0,
L000340,9/9/2025,Education,Gujarat,81,LinkedIn,Product Demo,3,5,34,14,26,9,3,3,No,63000,50000,No,0,2,No,0,
L014390,6/13/2025,IT Services,Kerala,91,Partner,Webinar,6,6,17,28,68,12,4,,Yes,96000,110000,No,1,7,Yes,1,7/9/2025
L002461,7/9/2024,Professional Services,West Bengal,10,PARTNER,Product Demo,5,8,32,20,32,8,0,2,Yes,48000,65000,No,0,7,No,0,
L018867,1/1/2025,Healthcare,Andhra Pradesh,49,Website,Enterprise outreach ,4,6,53,5,15,8,,2,No,64000,,Yes,1,1,No,0,
L014846,1/10/2024,Logistics,West Bengal,73,Website,Content Marketing,5,5,24,30,49,9,3,,Yes,,60000,Yes,2,10,No,1,2/1/2024
L002518,7/23/2024,Professional Services,West Bengal,4,Google Ads,Free Trial,1,4,47,8,13,10,1,2,No,46000,65000,No,0,5,No,0,
L001529,1/10/2024,Retail,Kerala,7,Webinar,Content Marketing,4,8,34,14,16,6,16,2,No,47000,75000,No,0,5,No,0,
L017706,3/28/2026,IT Services,Andhra Pradesh,5,Email Campaign,Content Marketing,2,6,47,3,9,4,0,0,No,48000,35000,Yes,0,2,No,0,
L000342,8/28/2025,Logistics,Kerala,113,Google Ads,Enterprise Outreach,6,16,23,32,74,14,3,5,No,86000,100000,No,2,20,Yes,1,10/10/2025
L016448,5/21/2025,Telecommunications,Telangana,25,Website,Product Demo,3,5,29,28,45,8,3,2,Yes,56000,50000,No,1,5,No,0,
L003295,2/20/2026,IT Services,Uttar Pradesh,10,Webinar,Webinar,5,10,38,10,12,5,1,1,Yes,52000,80000,No,0,4,No,0,
L007769,2/14/2025,Manufacturing,Gujarat,22,Website,WEBINAR,4,2,37,10,28,9,1,2,Yes,56000,75000,No,0,3,No,1,4/10/2025
L008471,5/11/2024,Retail,West Bengal,22,Partner,Product Demo,2,3,27,12,24,11,1,3,No,89264748,,No,0,6,Yes,0,
L015175,26-Jan-25,Financial Services,Rajasthan,11,Email Campaign,Content Marketing,3,1,32,4,10,11,2,1,No,51000,45000,No,0,1,No,0,
L007519,2/20/2026,Logistics,Telangana,12,Email Campaign,Free Trial,8,15,14,54,89,13,3,5,Yes,49000,60000,No,2,25,No,1,3/11/2026
L006299,2/24/2026,Logistics,Andhra Pradesh,120,Webinar,Enterprise Outreach,3,8,31,25,58,11,2,3,No,99000,75000,Yes,0,9,No,0,
L002985,2/20/2025,Real Estate,Karnataka,71,Partner,Webinar,5,13,25,28,49,14,4,3,Yes,63000,,No,1,11,No,1,4/9/2025
L000968,2/5/2024,Financial Services,Tamil Nadu,31,Webinar,Enterprise Outreach,0,0,45,7,14,6,1,1,No,63000,60000,Yes,0,3,No,0,
L008538,2/10/2024,Real Estate,Madhya Pradesh,265,Email Campaign,Enterprise Outreach,1,5,24,17,53,11,1,1,No,138000,150000,No,0,9,No,0,
L010363,3/15/2025,Education,Rajasthan,188,Google Ads,Webinar,7,11,28,23,38,12,5,4,Yes,106000,95000,No,1,6,Yes,1,4/3/2025
L015053,4/14/2024,Financial Services,Karnataka,141,Website,Content Marketing,3,3,37,16,37,6,2,6,Yes,107000,105000,No,0,6,No,0,
L003235,2/7/2024,Manufacturing,Madhya Pradesh,20,webinar,Content Marketing,4,6,36,6,12,8,1,0,Yes,52000,75000,Yes,0,2,Yes,1,3/24/2024
L007973,2/15/2025,IT Services,Karnataka,12,Email Campaign,Free Trial,3,7,37,16,24,7,3,3,Yes,51000,40000,No,0,3,No,0,
L012456,3/26/2026,IT Services,West Bengal,276,LinkedIn,Enterprise Outreach,3,7,20,27,45,7,3,4,No,123000,185000,No,0,12,No,0,
L019701,11/17/2024,Healthcare,Delhi,20,Website,Enterprise Outreach,2,6,31,10,26,7,1,1,No,52000,60000,No,0,2,No,0,
L012371,4/5/2025,IT Services,Haryana,173,Webinar,Free Trial,2,5,45,32,,9,1,6,No,98000,115000,No,0,19,No,0,
L009632,10/8/2025,IT Services,karnataka,10,LinkedIn,Product Demo ,2,4,32,5,15,8,2,2,Yes,52000,50000,Yes,0,1,No,0,
L002758,12/20/2024,IT Services,Rajasthan,41,Google Ads,Content Marketing,6,16,17,25,53,11,2,3,Yes,55000,80000,No,0,12,No,1,1/17/2025
L018786,11/13/2025,Telecommunications,Maharashtra,92,LinkedIn,Product Demo,7,14,18,31,83,11,4,5,Yes,123000,95000,No,2,10,No,0,
L004079,2/5/2026,Real Estate,Tamil Nadu,39571,Email Campaign,Webinar,,9,44,12,18,,2,1,No,63000,,No,0,2,No,0,
L008469,8/13/2026,Telecommunications,Punjab,4,LinkedIn,Content Marketing,4,9,29,16,25,10,2,2,No,47000,35000,Yes,0,6,No,0,
L013864,10/10/2024,IT Services,Uttar Pradesh,32,LinkedIn,Content Marketing,4,11,27,30,55,9,3,5,Yes,70000,55000,Yes,3,8,No,1,11/2/2024
L006887,1/6/2026,Financial Services,Kerala,24,Google Ads,Webinar,,8,31,11,33,9,41,4,No,,40000,Yes,0,6,No,0,
L017665,2/26/2026,Real Estate,Gujarat,28,Google Ads,Enterprise Outreach,2,4,33,,20,10,1,2,No,56000,60000,Yes,1,7,No,0,
L004000,2/18/2026,Healthcare,Haryana,13,LinkedIn,Free Trial,5,8,33,20,34,8,1,4,No,50000,50000,No,0,4,Yes,0,
L012920,1/25/2025,IT Services,Karnataka,114,Partner ,Product Demo,4,6,40,51,74,12,4,10,Yes,118000,135000,No,2,24,Yes,1,2/15/2025
L009598,12/10/2025,Financial Services,Telangana,8,Referral,Product Demo,3,4,35,17,29,5,1,3,Yes,50000,70000,No,0,8,No,0,
L013798,2/28/2025,IT Services,Uttar Pradesh,41,Google Ads,Product Demo,3,6,40,,31,11,1,2,No,67000,90000,No,0,8,No,0,
L018731,12/14/2024,Real Estate,West Bengal,29,Email Campaign,Free Trial,3,5,49,9,21,11,1,1,Yes,,50000,No,0,2,Yes,1,1/28/2025
L010030,3/28/2026,IT Services,Rajasthan,51,Referral,Product Demo ,4,12,28,20,49,8,2,5,Yes,62000,95000,No,0,,No,1,5/4/2026
L011322,3/20/2026,Healthcare,Kerala,167,Webinar,Product Demo,7,16,25,32,74,12,1,3,Yes,126000,125000,Yes,1,7,No,1,4/12/2026
L006988,11/26/2024,Financial Services,Delhi,13,linkedin,Product Demo,0,1,42,1,4,5,1,1,No,52000,65000,No,0,0,No,0,
L015149,1/26/2024,Logistics,Uttar Pradesh,15, linkedIn,Webinar,53,7,15,38,78,6,2,,Yes,50000,75000,Yes,0,21,No,0,
L019207,6/12/2024,Retail,Uttar Pradesh,13,Google Ads,Enterprise Outreach,6,10,41,36,81,6,2,6,Yes,50000,65000,Yes,2,12,No,1,7/14/2024
L018223,11/6/2025,IT Services,Rajasthan,9,Referral,Free Trial,5,7,22,27,39,12,3,6,Yes,52000,65000,No,2,16,Yes,1,12/1/2025
L018782,4/21/2025,Professional Services,Haryana,11,Google Ads,Product Demo,0,1,49,748,9,8,1,0,No,49000,55000,Yes,0,1,No,0,
L007826,6/14/2025,Retail,Madhya Pradesh,14,LinkedIn,Enterprise outreach ,1,6,27,0,3,7,1,0,No,50000,60000,No,0,1,No,0,
L014627,6/12/2025,Healthcare,West Bengal,354,LinkedIn,Content Marketing,2,3,34,33,54,16,2,4,No,240000,180000,No,0,17,No,0,
L007125,4/17/2026,Retail,Andhra Pradesh,55,Website,Product Demo,2,0,30,-32,30,8,1,4,Yes,60000,55000,Yes,1,4,No,0,
L007706,3/1/2025,Healthcare,Delhi,8,Website,Free Trial,4,9,25,15,25,9,0,2,No,48000,40000,No,1,,No,0,
L002462,10/20/2024,Manufacturing,Rajasthan,48,LinkedIn,Free Trial,2,1,17,13,21,10,,4,No,64000,70000,Yes,2,,No,1,12/15/2024
L014300,3/13/2025,IT Services,Punjab,107,LinkedIn,Free Trial,5,8,29,13,19,10,1,5,Yes,,100000,Yes,0,4,No,1,5/2/2025
L000115,5/6/2025,Manufacturing,Rajasthan,172,Email Campaign,webinar,5,9,27,34,88,8,2,5,Yes,,135000,No,0,,No,1,6/12/2025
L018283,25-03-2025,Retail,Telangana,27,Referral,Content Marketing,6,14,40,21,37,11,4,4,Yes,52000,45000,No,1,10,No,1,4/29/2025
L018352,4/23/2024,Financial Services,Karnataka,28,Google Ads,Enterprise Outreach,1,6,41,15,26,8,,4,No,63000,65000,No,1,5,No,0,
L018779,10/21/2024,Retail,Delhi,48,Referral,Content Marketing,4,3,43,20,37,10,1,3,Yes,,50000,No,0,4,Yes,1,12/22/2024
L009340,4/18/2024,IT Services,Tamil Nadu,60,LinkedIn,Enterprise Outreach,6,13,34,36,85,7,1,6,No,,75000,Yes,1,7,Yes,0,
