Lead_ID,Lead_Date,Industry,State,Employee_Count,Lead_Source,Campaign_Type,Sales_Rep_Interactions,Previous_Interactions,Days_Since_Last_Interaction,Website_Visits,Pages_Viewed,Email_Opens,Email_Clicks,Content_Downloads,Demo_Attended,Estimated_Budget,Estimated_Deal_Value,Decision_Maker,Contact_Requests,Product_Page_Visits,Trial_Started,Converted,Company_Size,Total_Interactions,Digital_Engagement_Score,Budget_per_Employee,Deal_to_Budget_Ratio
L018318,2025-01-25,Retail,Karnataka,12.0,Email Campaign,Free Trial,6.0,12.0,34.0,24.0,51.0,13.0,5.0,6.0,Yes,49000.0,75000.0,No,0.0,6.0,No,0,Small,18.0,23.3,4083.3333333333335,1.530612244897959
L018319,2026-05-28,Manufacturing,Andhra Pradesh,25.0,Google Ads,Webinar,2.0,3.0,,12.0,16.0,8.0,,2.0,No,56000.0,85000.0,No,0.0,4.0,Yes,0,Small,5.0,9.500000000000002,2240.0,1.5178571428571428
L018320,2026-07-25,Logistics,Rajasthan,66.0,Google Ads,Enterprise Outreach,3.0,8.0,28.0,11.0,21.0,9.0,3.0,2.0,No,69000.0,65000.0,No,0.0,3.0,No,1,Medium,11.0,10.499999999999998,1045.4545454545455,0.9420289855072463
L018321,2026-08-28,IT Services,Gujarat,45.0,Partner,Webinar,3.0,4.0,159.0,8.0,14.0,10.0,,1.0,No,74000.0,55000.0,No,0.0,4.0,Yes,1,Small,7.0,7.000000000000001,1644.4444444444443,0.7432432432432432
L018322,2024-04-19,Retail,Kerala,57.0,Email Campaign,Webinar,0.0,3.0,42.0,6.0,15.0,11.0,3.0,2.0,No,68000.0,95000.0,No,0.0,2.0,No,0,Medium,3.0,8.5,1192.982456140351,1.3970588235294117
L018323,2025-04-19,Education,Gujarat,229.0,Partner,Webinar,3.0,7.0,22.0,32.0,62.0,13.0,3.0,,Yes,103000.0,85000.0,No,1.0,8.0,Yes,1,Medium,10.0,23.5,449.7816593886463,0.8252427184466019
L018324,2024-02-14,Logistics,West Bengal,54.0,Webinar,Free Trial,2.0,4.0,41.0,6.0,14.0,6.0,2.0,1.0,No,77000.0,110000.0,Yes,0.0,2.0,No,0,Medium,6.0,6.4,1425.9259259259259,1.4285714285714286
L018325,2025-04-26,Manufacturing,Maharashtra,70.0,Email Campaign,Enterprise Outreach,0.0,0.0,30.0,10.0,,,4.0,1.0,No,97000.0,145000.0,No,0.0,4.0,No,1,Medium,0.0,10.750000000000002,1385.7142857142858,1.4948453608247423
L018326,2025-07-15,Logistics,Telangana,14.0,Google Ads,Webinar,5.0,3.0,19.0,28.0,62.0,5.0,0.0,0.0,Yes,51000.0,55000.0,No,0.0,11.0,No,0,Small,8.0,16.2,3642.8571428571427,1.0784313725490196
L018327,2026-01-22,IT Services,Gujarat,11.0,Website,Content Marketing,3.0,1.0,12.0,28.0,52.0,6.0,1.0,,No,49000.0,35000.0,Yes,0.0,12.0,Yes,1,Small,4.0,20.75,4454.545454545455,0.7142857142857143
L018328,2024-11-23,Financial Services,Madhya Pradesh,,Website,Webinar,5.0,8.0,33.0,26.0,68.0,11.0,1.0,,No,87000.0,100000.0,Yes,1.0,,Yes,1,,13.0,21.66666666666667,,1.1494252873563218
L018329,2024-02-05,IT Services,Madhya Pradesh,23.0,Google Ads,Enterprise Outreach,5.0,5.0,22.0,13.0,,8.0,3.0,2.0,Yes,56000.0,55000.0,No,1.0,3.0,No,0,Small,10.0,11.0,2434.782608695652,0.9821428571428571
L018330,2025-03-17,Healthcare,Madhya Pradesh,5.0,Email Campaign,Product Demo,2.0,6.0,30.0,18.0,40.0,11.0,1.0,3.0,No,47000.0,55000.0,Yes,1.0,6.0,No,0,Small,8.0,13.999999999999998,9400.0,1.1702127659574468
L018331,2025-02-19,Healthcare,Haryana,70.0,Google Ads,Enterprise Outreach,4.0,7.0,15.0,17.0,36.0,10.0,3.0,,Yes,95000.0,105000.0,No,0.0,3.0,No,0,Medium,11.0,14.000000000000002,1357.142857142857,1.105263157894737
L018332,2025-08-30,Healthcare,Gujarat,131.0,LinkedIn,Free Trial,3.0,4.0,29.0,11.0,26.0,12.0,4.0,3.0,No,137000.0,180000.0,No,0.0,4.0,No,0,Medium,7.0,13.399999999999999,1045.8015267175572,1.313868613138686
L018333,2024-04-07,Manufacturing,Haryana,12.0,Google Ads,Content Marketing,1.0,4.0,44.0,14.0,,5.0,1.0,1.0,No,51000.0,45000.0,Yes,0.0,9.0,No,0,Small,5.0,10.5,4250.0,0.8823529411764706
L018334,2025-08-19,Manufacturing,Telangana,6.0,Webinar,Enterprise Outreach,5.0,12.0,48.0,20.0,,11.0,4.0,4.0,Yes,46000.0,65000.0,Yes,0.0,4.0,Yes,0,Small,17.0,17.0,7666.666666666667,1.4130434782608696
L018335,2025-01-25,Retail,Haryana,207.0,Website,Free Trial,9.0,12.0,6.0,32.0,71.0,9.0,2.0,3.0,Yes,97000.0,85000.0,No,1.0,7.0,No,1,Medium,21.0,21.3,468.5990338164251,0.8762886597938144
L018336,2025-12-20,Logistics,Rajasthan,179.0,LinkedIn,Enterprise Outreach,6.0,5.0,,10.0,14.0,9.0,3.0,3.0,No,94000.0,140000.0,Yes,0.0,3.0,No,1,Medium,11.0,10.600000000000001,525.1396648044692,1.4893617021276595
L018337,2026-08-15,IT Services,Odisha,130.0,Referral,Webinar,1.0,1.0,39.0,20.0,48.0,9.0,3.0,3.0,No,138000.0,155000.0,No,0.0,12.0,Yes,1,Medium,2.0,19.6,1061.5384615384614,1.1231884057971016
L018338,2024-08-09,Healthcare,Gujarat,15.0,LinkedIn,Free Trial,,7.0,23.0,33.0,39.0,6.0,1.0,6.0,Yes,50000.0,60000.0,Yes,1.0,15.0,Yes,0,Small,,23.5,3333.3333333333335,1.2
L018339,2026-01-03,IT Services,Karnataka,29.0,LinkedIn,Content Marketing,4.0,9.0,21.0,7.0,11.0,9.0,3.0,1.0,No,54000.0,50000.0,No,0.0,2.0,No,0,Small,13.0,7.3,1862.0689655172414,0.9259259259259259
L018340,2024-05-04,IT Services,Gujarat,64.0,Google Ads,Content Marketing,3.0,4.0,50.0,,17.0,7.0,2.0,3.0,No,98000.0,110000.0,No,0.0,,Yes,0,Medium,7.0,11.166666666666664,1531.25,1.1224489795918366
L018341,2026-08-16,Retail,Punjab,112.0,Email Campaign,Product Demo,0.0,0.0,26.0,12.0,26.0,,1.0,2.0,No,80000.0,,No,0.0,8.0,No,0,Medium,0.0,11.200000000000001,714.2857142857143,
L018342,2025-04-12,Telecommunications,Uttar Pradesh,,LinkedIn,Webinar,3.0,4.0,40.0,9.0,,8.0,2.0,2.0,Yes,,50000.0,Yes,0.0,5.0,No,0,,7.0,9.75,,
L018343,2025-12-26,Healthcare,Uttar Pradesh,850.0,Unknown,Product Demo,7.0,14.0,13.0,52.0,83.0,17.0,3.0,10.0,Yes,472000.0,525000.0,Yes,1.0,17.0,No,1,Large,21.0,38.5,555.2941176470588,1.1122881355932204
L018344,2026-01-26,Manufacturing,Uttar Pradesh,81.0,Google Ads,Enterprise Outreach,4.0,6.0,43.0,,41.0,9.0,3.0,5.0,Yes,92000.0,110000.0,No,0.0,4.0,No,1,Medium,10.0,17.125,1135.8024691358025,1.1956521739130435
L018345,2025-08-14,Financial Services,Tamil Nadu,47.0,Webinar,Content Marketing,4.0,8.0,33.0,,22.0,11.0,1.0,,No,62000.0,65000.0,No,0.0,7.0,No,0,Small,12.0,10.000000000000002,1319.1489361702127,1.0483870967741935
L018346,2025-01-09,IT Services,Punjab,34.0,Google Ads,Webinar,5.0,11.0,42.0,25.0,56.0,8.0,3.0,3.0,Yes,57000.0,45000.0,Yes,0.0,,No,1,Small,16.0,20.75,1676.4705882352941,0.7894736842105263
L018349,2025-10-03,Logistics,Karnataka,11.0,Email Campaign,Product Demo,5.0,8.0,17.0,34.0,80.0,10.0,1.0,5.0,Yes,49000.0,55000.0,No,1.0,20.0,Yes,0,Small,13.0,28.799999999999997,4454.545454545455,1.1224489795918366
L018351,2025-03-27,Retail,Karnataka,17.0,Website,Enterprise Outreach,1.0,3.0,27.0,11.0,28.0,9.0,2.0,2.0,No,55000.0,85000.0,No,0.0,5.0,No,0,Small,4.0,10.999999999999998,3235.294117647059,1.5454545454545454
L018352,2024-04-23,Financial Services,Karnataka,28.0,Google Ads,Enterprise Outreach,1.0,6.0,41.0,15.0,26.0,8.0,,4.0,No,63000.0,65000.0,No,1.0,5.0,No,0,Small,7.0,14.500000000000002,2250.0,1.0317460317460319
L018353,2024-10-11,Logistics,Punjab,49.0,Referral,Free Trial,6.0,11.0,37.0,23.0,47.0,9.0,1.0,,No,62000.0,85000.0,Yes,2.0,4.0,Yes,1,Small,17.0,14.875,1265.3061224489795,1.3709677419354838
L018354,2026-07-01,Logistics,Gujarat,24.0,Google Ads,Free Trial,6.0,9.0,24.0,35.0,61.0,9.0,2.0,4.0,Yes,56000.0,80000.0,No,1.0,16.0,No,1,Small,15.0,25.5,2333.3333333333335,1.4285714285714286
L018355,2025-05-21,Manufacturing,Telangana,39.0,LinkedIn,Webinar,3.0,9.0,30.0,6.0,13.0,8.0,2.0,1.0,Yes,59000.0,85000.0,No,0.0,2.0,No,0,Small,12.0,6.3,1512.820512820513,1.4406779661016949
L018356,2025-09-10,Education,Delhi,8.0,Website,Webinar,4.0,9.0,32.0,15.0,34.0,11.0,3.0,1.0,No,48000.0,35000.0,Yes,0.0,8.0,No,0,Small,13.0,13.600000000000001,6000.0,0.7291666666666666
L018357,2024-09-08,Manufacturing,Karnataka,163.0,Partner,Webinar,5.0,12.0,17.0,1.0,0.0,12.0,2.0,1.0,No,140000.0,155000.0,No,0.0,0.0,No,1,Medium,17.0,3.2,858.8957055214723,1.1071428571428572
L018358,2025-11-17,Healthcare,Rajasthan,8.0,Webinar,Content Marketing,5.0,5.0,16.0,28.0,77.0,6.0,1.0,,No,48000.0,35000.0,Yes,1.0,12.0,No,0,Small,10.0,23.875,6000.0,0.7291666666666666
L018360,2024-07-31,Financial Services,West Bengal,13.0,Website,Enterprise Outreach,4.0,9.0,40.0,18.0,42.0,8.0,,5.0,Yes,54000.0,75000.0,No,0.0,10.0,Yes,1,Small,13.0,21.000000000000004,4153.846153846154,1.3888888888888888
L018361,2024-05-22,Healthcare,Delhi,64.0,Website,Enterprise Outreach,3.0,5.0,45.0,7.0,,,3.0,1.0,No,70000.0,75000.0,Yes,1.0,3.0,No,0,Medium,8.0,8.25,1093.75,1.0714285714285714
L018362,2025-01-19,Manufacturing,Odisha,243.0,Email Campaign,Content Marketing,7.0,9.0,11.0,56.0,102.0,16.0,3.0,11.0,Yes,225000.0,295000.0,No,3.0,23.0,Yes,1,Medium,16.0,44.6,925.925925925926,1.3111111111111111
L018363,2025-07-04,Education,Maharashtra,104.0,Google Ads,Product Demo,5.0,2.0,32.0,31.0,74.0,10.0,1.0,4.0,No,76000.0,55000.0,Yes,2.0,,Yes,0,Medium,7.0,23.25,730.7692307692307,0.7236842105263158
L018364,2024-09-29,Telecommunications,Uttar Pradesh,15.0,LinkedIn,Enterprise Outreach,5.0,3.0,19.0,25.0,69.0,,3.0,6.0,Yes,53000.0,35000.0,Yes,0.0,,No,1,Small,8.0,26.125,3533.3333333333335,0.660377358490566
L018365,2024-08-26,Education,Haryana,53.0,LinkedIn,Product Demo,,1.0,32.0,9.0,23.0,8.0,1.0,2.0,No,58000.0,,No,0.0,2.0,No,1,Medium,,7.899999999999999,1094.3396226415093,
L018366,2024-09-19,Logistics,Karnataka,27.0,Partner,Content Marketing,3.0,5.0,24.0,31.0,61.0,12.0,3.0,3.0,Yes,59000.0,55000.0,No,0.0,9.0,Yes,1,Small,8.0,21.9,2185.185185185185,0.9322033898305084
L018367,2024-10-12,Healthcare,West Bengal,9.0,Email Campaign,Product Demo,,1.0,24.0,19.0,23.0,10.0,1.0,4.0,No,51000.0,70000.0,No,1.0,11.0,No,0,Small,,15.499999999999996,5666.666666666667,1.3725490196078431
L018368,2025-12-20,Retail,West Bengal,127.0,Google Ads,Product Demo,4.0,7.0,32.0,17.0,28.0,10.0,2.0,3.0,No,88000.0,90000.0,Yes,0.0,8.0,No,0,Medium,11.0,14.400000000000002,692.9133858267717,1.0227272727272727
L018369,2025-04-30,IT Services,Haryana,590.0,Email Campaign,Content Marketing,2.0,3.0,48.0,8.0,17.0,11.0,2.0,2.0,No,356000.0,445000.0,No,1.0,2.0,No,0,Large,5.0,8.1,603.3898305084746,1.25
L018370,2025-04-01,Manufacturing,Gujarat,179.0,Email Campaign,Product Demo,7.0,8.0,29.0,47.0,123.0,12.0,4.0,7.0,Yes,115000.0,85000.0,Yes,0.0,16.0,Yes,1,Medium,15.0,39.099999999999994,642.4581005586592,0.7391304347826086
L018371,2024-06-07,Education,Andhra Pradesh,10.0,Website,Webinar,2.0,5.0,33.0,15.0,21.0,7.0,1.0,3.0,No,48000.0,50000.0,No,1.0,3.0,Yes,1,Small,7.0,10.299999999999997,4800.0,1.0416666666666667
L018372,2025-06-13,Financial Services,Delhi,440.0,LinkedIn,Content Marketing,0.0,2.0,57.0,1.0,7.0,12.0,3.0,2.0,No,346000.0,240000.0,Yes,0.0,1.0,No,0,Large,2.0,6.300000000000002,786.3636363636364,0.6936416184971098
L018373,2026-07-25,Telecommunications,Madhya Pradesh,20.0,Email Campaign,Content Marketing,3.0,9.0,25.0,14.0,33.0,8.0,2.0,2.0,No,59000.0,55000.0,No,0.0,7.0,No,0,Small,12.0,12.9,2950.0,0.9322033898305084
L018374,2025-12-26,Manufacturing,Gujarat,25.0,Google Ads,Free Trial,1.0,3.0,40.0,4.0,14.0,10.0,1.0,2.0,No,57000.0,35000.0,Yes,0.0,2.0,No,0,Small,4.0,6.0,2280.0,0.6140350877192983
L018375,2025-03-10,Education,Gujarat,17.0,Google Ads,Content Marketing,5.0,4.0,25.0,9.0,18.0,9.0,4.0,2.0,No,50000.0,35000.0,No,0.0,5.0,No,0,Small,9.0,11.6,2941.176470588235,0.7
L018376,2024-10-25,Manufacturing,Tamil Nadu,49.0,Website,Product Demo,5.0,4.0,27.0,15.0,26.0,12.0,2.0,1.0,No,68000.0,60000.0,Yes,2.0,8.0,No,0,Small,9.0,11.799999999999999,1387.7551020408164,0.8823529411764706
L018377,2024-12-08,Logistics,Kerala,4.0,Google Ads,Free Trial,5.0,8.0,11.0,25.0,63.0,10.0,,4.0,Yes,46000.0,60000.0,Yes,1.0,5.0,No,0,Small,13.0,21.624999999999996,11500.0,1.3043478260869565
L018378,2024-01-27,Retail,Delhi,13.0,Email Campaign,Free Trial,2.0,5.0,246.0,15.0,22.0,10.0,3.0,2.0,No,51000.0,55000.0,No,0.0,3.0,No,0,Small,7.0,11.400000000000002,3923.076923076923,1.0784313725490196
L018379,2024-01-29,IT Services,Gujarat,155.0,Google Ads,Webinar,3.0,3.0,27.0,23.0,,8.0,1.0,5.0,No,130000.0,185000.0,Yes,1.0,15.0,No,0,Medium,6.0,20.75,838.7096774193549,1.4230769230769231
L018380,2026-01-25,Professional Services,Haryana,797.0,Webinar,Product Demo,8.0,7.0,12.0,47.0,99.0,9.0,2.0,7.0,Yes,429000.0,315000.0,Yes,1.0,11.0,No,1,Large,15.0,32.7,538.2685069008783,0.7342657342657343
L018381,2026-03-31,Education,Maharashtra,3.0,Website,Enterprise Outreach,5.0,10.0,,10.0,22.0,,3.0,2.0,Yes,46000.0,60000.0,No,0.0,2.0,No,0,Small,15.0,10.0,15333.333333333334,1.3043478260869565
L018382,2026-07-31,Manufacturing,Punjab,136.0,Website,Content Marketing,9.0,16.0,,22.0,47.0,11.0,4.0,2.0,Yes,132000.0,,Yes,1.0,9.0,No,1,Medium,25.0,18.7,970.5882352941177,
L018383,2025-08-31,Education,Telangana,10.0,LinkedIn,Content Marketing,,15.0,17.0,35.0,84.0,6.0,2.0,6.0,Yes,47000.0,50000.0,No,0.0,11.0,Yes,1,Small,,27.799999999999997,4700.0,1.0638297872340425
L018384,2026-06-23,Financial Services,Andhra Pradesh,24.0,LinkedIn,Product Demo,4.0,10.0,36.0,24.0,28.0,11.0,1.0,3.0,Yes,57000.0,60000.0,Yes,1.0,7.0,No,1,Small,14.0,14.399999999999999,2375.0,1.0526315789473684
L018385,2025-02-09,Logistics,Rajasthan,9.0,Google Ads,Free Trial,4.0,10.0,35.0,16.0,27.0,8.0,,3.0,No,,50000.0,Yes,2.0,3.0,No,0,Small,14.0,12.625000000000004,,
L018386,2024-09-04,Manufacturing,Tamil Nadu,128.0,Google Ads,Webinar,4.0,5.0,69.0,11.0,19.0,8.0,3.0,,Yes,97000.0,135000.0,No,0.0,4.0,No,1,Medium,9.0,10.875,757.8125,1.3917525773195876
L018387,2024-08-26,Real Estate,Rajasthan,78.0,LinkedIn,Enterprise Outreach,3.0,8.0,28.0,12.0,27.0,6.0,1.0,2.0,Yes,73000.0,65000.0,No,2.0,7.0,No,1,Medium,11.0,10.900000000000002,935.8974358974359,0.8904109589041096
L018388,2024-08-18,Financial Services,Uttar Pradesh,46.0,Website,Webinar,3.0,6.0,26.0,14.0,28.0,8.0,,0.0,No,69000.0,65000.0,No,1.0,9.0,No,1,Small,9.0,11.5,1500.0,0.9420289855072463
L018389,2025-12-26,Real Estate,Haryana,99.0,Referral,Content Marketing,3.0,6.0,23.0,14.0,26.0,11.0,1.0,,No,,100000.0,Yes,0.0,4.0,No,0,Medium,9.0,10.0,,
L018390,2024-01-10,Telecommunications,Punjab,83.0,Webinar,Free Trial,8.0,6.0,20.0,27.0,61.0,15.0,4.0,5.0,Yes,112000.0,130000.0,No,0.0,12.0,No,1,Medium,14.0,25.3,1349.3975903614457,1.1607142857142858
L018391,2026-07-08,Professional Services,Rajasthan,11.0,Website,Content Marketing,2.0,4.0,37.0,6.0,9.0,5.0,1.0,3.0,No,,65000.0,No,0.0,2.0,No,0,Small,6.0,6.8999999999999995,,
L018392,2026-01-23,Real Estate,Odisha,59.0,Google Ads,Enterprise Outreach,1.0,4.0,34.0,4.0,10.0,9.0,,1.0,No,71000.0,55000.0,No,0.0,2.0,No,0,Medium,5.0,4.500000000000001,1203.3898305084747,0.7746478873239436
L018393,2025-01-05,Logistics,Andhra Pradesh,20.0,Partner,Product Demo,3.0,1.0,36.0,21.0,37.0,8.0,3.0,5.0,No,56000.0,55000.0,No,0.0,7.0,No,1,Small,4.0,18.7,2800.0,0.9821428571428571
L018394,2025-11-13,Retail,Punjab,17.0,Website,Content Marketing,4.0,7.0,36.0,19.0,51.0,9.0,2.0,4.0,Yes,50000.0,75000.0,No,1.0,10.0,No,0,Small,11.0,18.9,2941.176470588235,1.5
L018395,2024-05-11,IT Services,Uttar Pradesh,73.0,Google Ads,Enterprise Outreach,1.0,2.0,15.0,23.0,46.0,7.0,2.0,3.0,No,84000.0,100000.0,Yes,0.0,6.0,Yes,0,Medium,3.0,16.6,1150.6849315068494,1.1904761904761905
L018396,2025-02-23,Retail,Haryana,187.0,LinkedIn,Free Trial,1.0,4.0,39.0,19.0,37.0,7.0,1.0,2.0,Yes,112000.0,,Yes,0.0,10.0,No,0,Medium,5.0,14.500000000000002,598.9304812834224,
L018397,2024-04-16,Retail,Andhra Pradesh,37.0,LinkedIn,Content Marketing,1.0,4.0,25.0,22.0,33.0,,4.0,,Yes,,75000.0,Yes,1.0,5.0,No,1,Small,5.0,17.125,,
L018398,2024-04-19,IT Services,Andhra Pradesh,271.0,Email Campaign,Free Trial,4.0,6.0,31.0,50.0,88.0,7.0,2.0,7.0,No,213000.0,255000.0,No,1.0,18.0,Yes,0,Large,10.0,35.0,785.9778597785978,1.1971830985915493
L018399,2024-01-07,Logistics,Gujarat,28.0,LinkedIn,Product Demo,5.0,9.0,47.0,,17.0,9.0,1.0,2.0,No,,85000.0,Yes,0.0,2.0,No,0,Small,14.0,6.875000000000001,,
L018400,2026-02-13,IT Services,Kerala,6.0,Google Ads,Product Demo,5.0,14.0,,27.0,63.0,4.0,0.0,6.0,Yes,48000.0,55000.0,Yes,2.0,6.0,No,1,Small,19.0,20.099999999999998,8000.0,1.1458333333333333
L018401,2025-12-24,Retail,West Bengal,9.0,LinkedIn,Content Marketing,4.0,8.0,38.0,29.0,49.0,7.0,2.0,1.0,Yes,48000.0,35000.0,Yes,0.0,17.0,No,1,Small,12.0,20.5,5333.333333333333,0.7291666666666666
L018402,2026-05-18,Manufacturing,Karnataka,7.0,Google Ads,Enterprise Outreach,4.0,6.0,40.0,13.0,34.0,9.0,,4.0,Yes,48000.0,50000.0,Yes,0.0,,No,0,Small,10.0,16.666666666666664,6857.142857142857,1.0416666666666667
L018404,2026-07-27,Financial Services,Karnataka,373.0,Google Ads,Product Demo,2.0,2.0,35.0,12.0,,8.0,2.0,1.0,Yes,150000.0,230000.0,Yes,0.0,3.0,No,0,Large,4.0,8.25,402.1447721179625,1.5333333333333334
L018405,2026-08-24,Financial Services,Tamil Nadu,156.0,LinkedIn,Webinar,,10.0,23.0,9.0,16.0,9.0,3.0,1.0,No,159000.0,145000.0,No,0.0,5.0,No,0,Medium,,9.4,1019.2307692307693,0.9119496855345912
L018406,2024-01-16,Retail,Odisha,116.0,Webinar,Enterprise Outreach,1.0,2.0,13.0,11.0,20.0,10.0,2.0,3.0,No,118000.0,110000.0,Yes,0.0,7.0,No,0,Medium,3.0,12.000000000000002,1017.2413793103449,0.9322033898305084
L018407,2026-02-02,Manufacturing,Telangana,267.0,Email Campaign,Webinar,5.0,9.0,19.0,26.0,70.0,,2.0,6.0,No,121000.0,160000.0,Yes,1.0,5.0,No,1,Large,14.0,22.200000000000003,453.1835205992509,1.322314049586777
L018408,2025-12-04,Financial Services,Andhra Pradesh,89.0,Partner,Content Marketing,0.0,0.0,41.0,,16.0,13.0,,3.0,No,87000.0,105000.0,No,0.0,5.0,No,0,Medium,0.0,10.999999999999998,977.5280898876405,1.206896551724138
L018409,2024-06-06,Education,Uttar Pradesh,151.0,LinkedIn,Enterprise Outreach,3.0,4.0,51.0,6.0,15.0,10.0,1.0,1.0,Yes,97000.0,115000.0,No,0.0,2.0,Yes,1,Medium,7.0,5.499999999999999,642.384105960265,1.1855670103092784
L018410,2024-05-13,Telecommunications,Uttar Pradesh,46.0,Referral,Enterprise Outreach,2.0,7.0,22.0,,59.0,9.0,2.0,4.0,No,67000.0,65000.0,Yes,1.0,6.0,No,1,Small,9.0,17.875,1456.5217391304348,0.9701492537313433
L018411,2026-08-09,Logistics,Tamil Nadu,15.0,Google Ads,Webinar,2.0,2.0,42.0,7.0,13.0,10.0,1.0,2.0,No,,40000.0,No,0.0,4.0,No,0,Small,4.0,7.300000000000001,,
L018412,2026-05-08,Financial Services,Rajasthan,10.0,Website,Free Trial,2.0,5.0,11.0,19.0,40.0,6.0,1.0,3.0,No,52000.0,35000.0,No,0.0,11.0,No,0,Small,7.0,16.2,5200.0,0.6730769230769231
L018413,2024-11-14,Financial Services,West Bengal,26.0,Email Campaign,Content Marketing,4.0,8.0,33.0,16.0,31.0,6.0,2.0,4.0,No,52000.0,55000.0,Yes,0.0,3.0,No,0,Small,12.0,13.5,2000.0,1.0576923076923077
L018414,2024-03-13,Retail,Telangana,5.0,LinkedIn,Product Demo,3.0,6.0,29.0,16.0,36.0,8.0,3.0,3.0,No,47000.0,40000.0,No,0.0,6.0,No,0,Small,9.0,15.2,9400.0,0.851063829787234
L018415,2024-11-20,Education,Madhya Pradesh,27.0,Website,Unknown,1.0,2.0,7.0,13.0,29.0,8.0,1.0,1.0,Yes,55000.0,75000.0,Yes,0.0,7.0,No,1,Small,3.0,10.3,2037.037037037037,1.3636363636363635
L018416,2024-01-06,Professional Services,Kerala,28.0,Google Ads,Enterprise Outreach,4.0,,24.0,31.0,71.0,8.0,1.0,2.0,Yes,61000.0,50000.0,Yes,2.0,9.0,Yes,1,Small,,19.900000000000002,2178.5714285714284,0.819672131147541
L018417,2025-10-30,IT Services,Kerala,112.0,LinkedIn,Free Trial,7.0,8.0,12.0,28.0,43.0,12.0,4.0,2.0,Yes,110000.0,90000.0,No,1.0,5.0,No,0,Medium,15.0,17.9,982.1428571428571,0.8181818181818182
L018418,2025-01-04,Retail,Uttar Pradesh,34.0,Email Campaign,Enterprise Outreach,0.0,0.0,42.0,8.0,18.0,7.0,2.0,1.0,No,,75000.0,No,0.0,2.0,Yes,1,Small,0.0,7.199999999999999,,
L018419,2024-02-17,Professional Services,Rajasthan,175.0,Google Ads,Free Trial,3.0,4.0,44.0,8.0,20.0,8.0,2.0,1.0,No,119000.0,145000.0,No,0.0,1.0,No,0,Medium,7.0,7.000000000000001,680.0,1.218487394957983
L018420,2026-08-11,IT Services,Gujarat,24.0,Website,Free Trial,8.0,8.0,10.0,29.0,47.0,12.0,,4.0,Yes,52000.0,,No,0.0,9.0,Yes,1,Small,16.0,22.624999999999996,2166.6666666666665,
L018421,2026-03-14,Professional Services,Odisha,13.0,Email Campaign,Free Trial,,5.0,33.0,2.0,11.0,6.0,1.0,0.0,No,50000.0,70000.0,Yes,1.0,0.0,No,1,Small,,2.5,3846.153846153846,1.4
L018422,2026-05-30,Manufacturing,Uttar Pradesh,323.0,Website,Product Demo,6.0,3.0,16.0,18.0,31.0,10.0,1.0,2.0,Yes,192000.0,150000.0,No,0.0,7.0,No,0,Large,9.0,12.5,594.4272445820434,0.78125
L018423,2026-08-28,Logistics,Telangana,155.0,LinkedIn,Free Trial,7.0,13.0,21.0,,76.0,6.0,1.0,8.0,Yes,103000.0,,No,2.0,16.0,Yes,1,Medium,20.0,28.750000000000004,664.516129032258,
L018424,2024-01-14,Manufacturing,Uttar Pradesh,48.0,LinkedIn,Product Demo,3.0,6.0,36.0,,54.0,10.0,2.0,3.0,Yes,64000.0,60000.0,Yes,0.0,11.0,No,0,Small,9.0,18.5,1333.3333333333333,0.9375
L018425,2026-01-24,Telecommunications,Odisha,21.0,Google Ads,Webinar,0.0,1.0,52.0,7.0,20.0,6.0,2.0,2.0,No,55000.0,,No,0.0,1.0,No,0,Small,1.0,7.8,2619.0476190476193,
L018426,2026-02-05,Telecommunications,Odisha,565.0,Partner,Webinar,3.0,0.0,33.0,46.0,119.0,13.0,1.0,8.0,Yes,416000.0,510000.0,Yes,1.0,16.0,Yes,1,Large,3.0,36.5,736.2831858407079,1.2259615384615385
L018427,2026-01-30,Financial Services,Gujarat,42.0,Partner,Free Trial,1.0,0.0,35.0,10.0,19.0,8.0,,2.0,No,71000.0,60000.0,No,0.0,3.0,No,0,Small,1.0,8.875000000000002,1690.4761904761904,0.8450704225352113
L018428,2024-09-14,Logistics,Andhra Pradesh,112.0,Website,Enterprise Outreach,1.0,1.0,21.0,22.0,44.0,13.0,,3.0,No,80000.0,50000.0,Yes,0.0,6.0,No,1,Medium,2.0,17.75,714.2857142857143,0.625
L018429,2025-01-14,IT Services,Telangana,231.0,Website,Product Demo,0.0,0.0,42.0,2.0,7.0,7.0,1.0,0.0,No,184000.0,240000.0,Yes,0.0,1.0,No,0,Medium,0.0,2.5,796.5367965367965,1.3043478260869565
L018430,2026-06-23,Financial Services,Delhi,69.0,Referral,Enterprise Outreach,2.0,5.0,32.0,27.0,42.0,11.0,1.0,6.0,No,86000.0,120000.0,No,0.0,17.0,No,1,Medium,7.0,23.400000000000006,1246.376811594203,1.3953488372093024
L018431,2024-03-05,Retail,Tamil Nadu,11.0,Webinar,Free Trial,2.0,3.0,28.0,34.0,51.0,9.0,1.0,7.0,Yes,48000.0,65000.0,No,1.0,20.0,No,1,Small,5.0,27.900000000000002,4363.636363636364,1.3541666666666667
L018432,2025-09-15,Retail,Telangana,33.0,Website,Webinar,4.0,5.0,20.0,8.0,16.0,8.0,1.0,1.0,No,57000.0,40000.0,No,0.0,3.0,No,0,Small,9.0,6.4,1727.2727272727273,0.7017543859649122
